"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","15.1%","35.7%","41.7%","7.6%","(X)","4.3%","8.1%","30.8%","21.4%","10.7%","15.2%","9.6%","87.6%","24.8%","(X)","91.4%","25.9%","(X)","88.9%","28.5%","(X)","87.8%","24.1%","(X)","83.7%","22.2%","","(X)","90.6%","28.7%","(X)","90.6%","28.8%","(X)","83.7%","18.3%","(X)","78.7%","12.2%","(X)","81.4%","45.0%","(X)","N","N","(X)","71.1%","14.4%","(X)","84.1%","22.3%","(X)","73.2%","15.1%","","33.2%","20.4%","14.0%","5.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.4","±1.9","±2.1","±1.0","(X)","±0.2","±0.4","±0.6","±0.5","±0.4","±0.4","±0.4","±0.4","±0.6","(X)","±0.9","±1.5","(X)","±1.0","±1.3","(X)","±0.7","±0.9","(X)","±1.0","±1.0","","(X)","±0.5","±0.7","(X)","±0.5","±0.7","(X)","±0.9","±0.8","(X)","±6.7","±6.3","(X)","±5.0","±6.6","(X)","N","N","(X)","±4.9","±3.9","(X)","±2.8","±3.0","(X)","±3.6","±2.8","","±1.8","±1.1","±0.9","±0.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","152,631","27,931","58,115","56,889","9,696","930,081","45,468","90,417","316,916","195,143","80,207","125,645","76,285","794,196","201,930","172,857","155,021","34,786","185,015","158,661","42,176","348,188","295,794","71,898","224,021","184,720","53,070","","564,186","499,945","149,903","560,718","497,121","149,420","305,471","248,309","38,790","5,180","3,882","203","7,770","6,394","4,288","N","N","N","13,931","9,489","1,648","33,284","25,918","6,981","26,134","17,766","3,555","","(X)","(X)","(X)","(X)","","46,767","31,381","40,281","47,196","64,800","70,582"
"        Margin of Error","","±3,359","±3,259","±4,402","±4,499","±1,980","±3,335","±3,323","±5,080","±7,640","±6,854","±5,003","±6,127","±4,335","±6,231","±6,922","±4,236","±4,625","±3,541","±3,343","±4,215","±3,260","±3,884","±4,829","±4,342","±1,671","±2,958","±2,941","","±1,627","±4,879","±5,454","±1,577","±4,840","±5,442","±4,138","±5,594","±3,907","±1,553","±1,296","±208","±1,104","±990","±886","N","N","N","±2,268","±2,164","±630","±3,455","±2,994","±1,677","±2,135","±2,273","±866","","(X)","(X)","(X)","(X)","","±1,112","±2,029","±1,575","±1,841","±5,062","±4,212"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","18.3%","38.1%","37.3%","6.4%","(X)","4.9%","9.7%","34.1%","21.0%","8.6%","13.5%","8.2%","85.4%","21.7%","(X)","89.7%","20.1%","(X)","85.8%","22.8%","(X)","85.0%","20.6%","(X)","82.5%","23.7%","","(X)","88.6%","26.6%","(X)","88.7%","26.6%","(X)","81.3%","12.7%","(X)","74.9%","3.9%","(X)","82.3%","55.2%","(X)","N","N","(X)","68.1%","11.8%","(X)","77.9%","21.0%","(X)","68.0%","13.6%","","29.1%","15.8%","10.6%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±2.1","±2.6","±3.0","±1.3","(X)","±0.4","±0.5","±0.8","±0.7","±0.5","±0.7","±0.5","±0.6","±0.7","(X)","±1.6","±2.0","(X)","±1.7","±1.8","(X)","±1.0","±1.2","(X)","±1.3","±1.3","","(X)","±0.8","±1.0","(X)","±0.8","±1.0","(X)","±1.4","±1.3","(X)","±10.8","±4.1","(X)","±4.8","±8.7","(X)","N","N","(X)","±6.7","±4.2","(X)","±4.1","±4.5","(X)","±5.5","±3.2","","±2.4","±1.3","±1.1","±0.9","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","148,019","17,337","49,088","68,517","13,077","1,033,241","38,136","69,505","287,247","224,427","129,670","171,835","112,421","925,600","284,256","178,659","166,153","56,088","194,881","179,105","65,955","370,538","335,316","101,384","289,163","245,026","60,829","","597,210","552,405","183,606","593,433","549,068","182,760","373,983","320,599","85,323","4,317","3,592","954","11,062","8,944","4,187","N","N","N","12,371","9,214","2,129","34,045","30,675","8,015","23,197","18,359","3,888","","(X)","(X)","(X)","(X)","","34,345","19,639","25,964","31,293","44,097","52,805"
"        Margin of Error","","±3,635","±2,469","±3,743","±4,199","±2,200","±3,790","±3,227","±4,884","±8,508","±7,176","±5,275","±6,605","±5,951","±5,759","±8,432","±4,722","±4,730","±3,970","±3,888","±3,791","±4,068","±3,910","±4,270","±4,908","±1,664","±3,556","±3,588","","±2,385","±3,577","±6,589","±2,232","±3,482","±6,569","±3,507","±4,959","±4,534","±921","±924","±700","±1,522","±1,635","±1,091","N","N","N","±1,645","±1,308","±778","±3,274","±2,884","±1,675","±1,414","±1,720","±1,049","","(X)","(X)","(X)","(X)","","±955","±1,824","±1,067","±805","±1,628","±1,691"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.7%","33.2%","46.3%","8.8%","(X)","3.7%","6.7%","27.8%","21.7%","12.5%","16.6%","10.9%","89.6%","27.5%","(X)","93.0%","31.4%","(X)","91.9%","33.8%","(X)","90.5%","27.4%","(X)","84.7%","21.0%","","(X)","92.5%","30.7%","(X)","92.5%","30.8%","(X)","85.7%","22.8%","(X)","83.2%","22.1%","(X)","80.9%","37.9%","(X)","N","N","(X)","74.5%","17.2%","(X)","90.1%","23.5%","(X)","79.1%","16.8%","","38.2%","25.3%","16.6%","6.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.7","±2.3","±2.7","±1.5","(X)","±0.3","±0.5","±0.8","±0.7","±0.5","±0.6","±0.6","±0.5","±0.8","(X)","±1.0","±2.2","(X)","±1.1","±1.9","(X)","±0.7","±1.3","(X)","±1.2","±1.2","","(X)","±0.5","±1.1","(X)","±0.5","±1.1","(X)","±1.1","±1.2","(X)","±8.1","±14.3","(X)","±7.4","±7.7","(X)","N","N","(X)","±6.4","±6.0","(X)","±2.9","±3.9","(X)","±4.7","±4.1","","±2.6","±1.5","±1.2","±0.8","","(X)","(X)","(X)","(X)","(X)","(X)"
"Missouri","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","579,156","63,378","201,780","238,622","75,376","4,236,010","121,100","236,517","1,275,978","888,683","349,715","835,865","528,152","3,878,393","1,364,017","808,963","757,929","295,537","794,549","732,248","293,096","1,519,362","1,387,674","478,209","1,113,136","1,000,542","297,175","","3,404,116","3,151,003","1,130,979","3,373,006","3,123,088","1,123,164","426,559","380,298","93,769","11,090","9,338","1,936","92,350","83,476","57,460","4,525","3,787","1,259","62,522","46,058","14,406","234,848","204,433","64,208","151,758","118,993","34,994","","(X)","(X)","(X)","(X)","","45,456","28,414","35,612","41,874","57,693","70,894"
"        Margin of Error","","±4,238","±3,876","±7,179","±7,680","±4,893","±4,990","±5,810","±7,809","±17,420","±16,429","±10,307","±14,833","±12,321","±11,249","±18,585","±4,972","±5,308","±8,534","±3,759","±5,529","±8,135","±4,743","±7,254","±9,491","±2,815","±5,717","±7,672","","±7,428","±10,643","±15,503","±6,586","±10,306","±15,431","±5,403","±6,755","±5,505","±1,376","±1,333","±561","±3,020","±3,712","±3,778","±1,024","±962","±731","±5,039","±4,067","±2,096","±8,307","±8,461","±4,898","±2,966","±3,998","±3,218","","(X)","(X)","(X)","(X)","","±476","±1,565","±519","±441","±1,123","±1,418"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","10.9%","34.8%","41.2%","13.0%","(X)","2.9%","5.6%","30.1%","21.0%","8.3%","19.7%","12.5%","91.6%","32.2%","(X)","93.7%","36.5%","(X)","92.2%","36.9%","(X)","91.3%","31.5%","(X)","89.9%","26.7%","","(X)","92.6%","33.2%","(X)","92.6%","33.3%","(X)","89.2%","22.0%","(X)","84.2%","17.5%","(X)","90.4%","62.2%","(X)","83.7%","27.8%","(X)","73.7%","23.0%","(X)","87.0%","27.3%","(X)","78.4%","23.1%","","27.1%","15.2%","10.0%","4.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.7","±1.2","±1.3","±0.8","(X)","±0.1","±0.2","±0.4","±0.4","±0.2","±0.3","±0.3","±0.2","±0.4","(X)","±0.5","±1.1","(X)","±0.6","±1.0","(X)","±0.4","±0.6","(X)","±0.4","±0.7","","(X)","±0.2","±0.5","(X)","±0.2","±0.4","(X)","±1.0","±1.3","(X)","±4.2","±4.5","(X)","±2.3","±3.3","(X)","±7.7","±14.4","(X)","±3.3","±2.6","(X)","±1.3","±1.7","(X)","±1.8","±2.1","","±1.5","±0.6","±0.5","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","296,670","36,624","114,373","112,734","32,939","2,051,185","60,606","127,265","662,825","416,875","153,939","395,430","234,245","1,863,314","629,675","405,753","376,070","131,684","397,674","361,475","127,865","752,884","680,929","220,878","494,874","444,840","149,248","","1,660,773","1,527,778","529,097","1,644,605","1,513,096","525,100","192,570","168,086","35,768","6,228","5,144","867","41,796","38,670","28,534","2,074","1,928","124","34,232","25,127","6,467","113,512","96,581","28,818","77,267","59,565","16,746","","(X)","(X)","(X)","(X)","","52,525","33,801","41,778","51,198","67,624","88,118"
"        Margin of Error","","±3,598","±2,921","±4,846","±5,785","±3,545","±3,769","±3,574","±5,321","±11,286","±11,086","±6,331","±9,187","±8,303","±6,905","±10,921","±3,942","±4,175","±4,808","±2,865","±3,915","±5,173","±3,397","±4,882","±5,997","±1,638","±3,757","±4,507","","±5,325","±7,335","±9,462","±4,577","±6,885","±9,471","±3,691","±4,448","±3,284","±992","±1,022","±381","±1,890","±1,906","±2,103","±589","±581","±114","±3,370","±2,733","±1,398","±5,216","±5,120","±2,884","±2,408","±3,088","±2,179","","(X)","(X)","(X)","(X)","","±566","±1,967","±714","±795","±2,040","±3,084"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.3%","38.6%","38.0%","11.1%","(X)","3.0%","6.2%","32.3%","20.3%","7.5%","19.3%","11.4%","90.8%","30.7%","(X)","92.7%","32.5%","(X)","90.9%","32.2%","(X)","90.4%","29.3%","(X)","89.9%","30.2%","","(X)","92.0%","31.9%","(X)","92.0%","31.9%","(X)","87.3%","18.6%","(X)","82.6%","13.9%","(X)","92.5%","68.3%","(X)","93.0%","6.0%","(X)","73.4%","18.9%","(X)","85.1%","25.4%","(X)","77.1%","21.7%","","24.3%","12.6%","7.7%","4.3%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.0","±1.6","±1.8","±1.2","(X)","±0.2","±0.3","±0.6","±0.5","±0.3","±0.4","±0.4","±0.3","±0.5","(X)","±0.7","±1.2","(X)","±0.8","±1.3","(X)","±0.5","±0.8","(X)","±0.7","±0.9","","(X)","±0.3","±0.6","(X)","±0.3","±0.6","(X)","±1.6","±1.7","(X)","±6.6","±5.4","(X)","±2.4","±4.2","(X)","±6.3","±5.3","(X)","±4.0","±3.4","(X)","±1.8","±2.1","(X)","±2.6","±2.6","","±1.8","±0.7","±0.6","±0.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","282,486","26,754","87,407","125,888","42,437","2,184,825","60,494","109,252","613,153","471,808","195,776","440,435","293,907","2,015,079","734,342","403,210","381,859","163,853","396,875","370,773","165,231","766,478","706,745","257,331","618,262","555,702","147,927","","1,743,343","1,623,225","601,882","1,728,401","1,609,992","598,064","233,989","212,212","58,001","4,862","4,194","1,069","50,554","44,806","28,926","2,451","1,859","1,135","28,290","20,931","7,939","121,336","107,852","35,390","74,491","59,428","18,248","","(X)","(X)","(X)","(X)","","39,323","21,745","28,651","35,537","49,601","62,286"
"        Margin of Error","","±2,825","±2,560","±4,734","±4,885","±3,079","±3,706","±4,229","±4,515","±11,387","±11,292","±6,777","±10,432","±8,200","±7,480","±13,665","±3,067","±3,474","±5,865","±2,794","±3,550","±6,009","±3,160","±4,854","±6,564","±2,490","±4,235","±5,413","","±3,888","±6,142","±11,442","±3,533","±6,041","±11,314","±3,458","±4,693","±4,368","±860","±789","±408","±2,023","±2,511","±2,418","±733","±679","±726","±2,628","±2,416","±1,587","±5,165","±5,232","±3,249","±2,288","±2,911","±2,081","","(X)","(X)","(X)","(X)","","±629","±1,125","±1,155","±656","±1,286","±1,156"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.5%","30.9%","44.6%","15.0%","(X)","2.8%","5.0%","28.1%","21.6%","9.0%","20.2%","13.5%","92.2%","33.6%","(X)","94.7%","40.6%","(X)","93.4%","41.6%","(X)","92.2%","33.6%","(X)","89.9%","23.9%","","(X)","93.1%","34.5%","(X)","93.1%","34.6%","(X)","90.7%","24.8%","(X)","86.3%","22.0%","(X)","88.6%","57.2%","(X)","75.8%","46.3%","(X)","74.0%","28.1%","(X)","88.9%","29.2%","(X)","79.8%","24.5%","","30.2%","18.0%","12.0%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.9","±1.6","±1.7","±1.1","(X)","±0.2","±0.2","±0.5","±0.5","±0.3","±0.5","±0.4","±0.3","±0.6","(X)","±0.6","±1.4","(X)","±0.7","±1.5","(X)","±0.5","±0.8","(X)","±0.6","±0.9","","(X)","±0.3","±0.6","(X)","±0.3","±0.6","(X)","±1.2","±1.9","(X)","±6.0","±7.7","(X)","±2.7","±3.8","(X)","±13.4","±23.9","(X)","±4.5","±4.6","(X)","±1.7","±2.3","(X)","±2.5","±2.7","","±2.0","±1.0","±0.6","±0.4","","(X)","(X)","(X)","(X)","(X)","(X)"
"Montana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","103,247","11,681","41,016","39,084","11,466","785,438","17,129","29,622","217,592","175,026","74,327","179,708","92,034","738,687","271,742","145,978","136,847","51,869","146,403","137,731","59,620","266,921","252,542","87,922","226,136","211,567","72,331","","687,848","650,425","246,616","680,002","643,229","244,806","2,396","2,295","1,081","34,447","29,737","4,874","6,159","5,788","3,522","N","N","N","9,153","8,427","2,760","44,970","41,550","12,869","24,700","21,553","5,795","","(X)","(X)","(X)","(X)","","43,414","30,133","35,674","39,948","50,894","68,235"
"        Margin of Error","","±2,710","±1,927","±3,478","±3,575","±2,175","±2,895","±1,877","±2,620","±6,337","±5,940","±4,056","±6,173","±4,845","±4,127","±6,847","±2,933","±2,992","±3,454","±2,162","±2,131","±3,222","±2,319","±3,112","±4,097","±1,523","±2,227","±3,851","","±3,852","±4,826","±7,014","±3,645","±4,620","±7,027","±757","±739","±580","±1,742","±1,733","±965","±1,064","±1,103","±830","N","N","N","±2,726","±2,619","±1,396","±3,386","±3,146","±2,203","±1,576","±1,680","±1,266","","(X)","(X)","(X)","(X)","","±1,266","±4,113","±923","±1,161","±1,378","±2,421"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.3%","39.7%","37.9%","11.1%","(X)","2.2%","3.8%","27.7%","22.3%","9.5%","22.9%","11.7%","94.0%","34.6%","(X)","93.7%","35.5%","(X)","94.1%","40.7%","(X)","94.6%","32.9%","(X)","93.6%","32.0%","","(X)","94.6%","35.9%","(X)","94.6%","36.0%","(X)","95.8%","45.1%","(X)","86.3%","14.1%","(X)","94.0%","57.2%","(X)","N","N","(X)","92.1%","30.2%","(X)","92.4%","28.6%","(X)","87.3%","23.5%","","31.3%","14.1%","9.9%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.9","±3.1","±3.3","±2.1","(X)","±0.2","±0.3","±0.8","±0.8","±0.5","±0.8","±0.6","±0.4","±0.8","(X)","±1.1","±2.3","(X)","±0.9","±2.3","(X)","±0.8","±1.5","(X)","±0.8","±1.7","","(X)","±0.4","±1.0","(X)","±0.4","±1.0","(X)","±5.0","±17.7","(X)","±2.5","±2.6","(X)","±5.5","±9.3","(X)","N","N","(X)","±5.5","±9.2","(X)","±2.0","±4.1","(X)","±4.0","±5.0","","±4.1","±1.4","±1.1","±0.6","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","54,646","6,775","22,939","20,863","4,069","392,599","9,201","17,534","116,167","85,862","34,161","86,211","43,463","365,864","129,674","76,101","71,261","25,558","74,213","68,424","24,965","134,241","125,239","40,453","108,044","100,940","38,698","","346,334","324,228","117,598","343,409","321,870","117,048","1,730","1,687","733","16,937","14,717","2,003","2,437","2,401","1,483","N","N","N","4,735","4,479","2,091","20,211","18,137","5,766","11,257","9,240","2,221","","(X)","(X)","(X)","(X)","","51,103","35,119","45,143","48,499","61,505","79,710"
"        Margin of Error","","±1,942","±1,410","±2,544","±2,640","±1,278","±2,409","±1,321","±1,836","±3,994","±3,834","±2,373","±4,287","±3,091","±2,890","±4,459","±2,269","±2,135","±2,588","±1,197","±1,356","±2,322","±1,566","±2,161","±2,380","±959","±1,324","±2,196","","±2,396","±2,790","±4,486","±2,220","±2,775","±4,514","±631","±627","±535","±1,036","±1,140","±858","±888","±879","±707","N","N","N","±1,507","±1,454","±1,332","±2,085","±1,950","±1,323","±1,114","±1,108","±909","","(X)","(X)","(X)","(X)","","±1,103","±5,698","±2,740","±3,225","±2,758","±10,188"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.4%","42.0%","38.2%","7.4%","(X)","2.3%","4.5%","29.6%","21.9%","8.7%","22.0%","11.1%","93.2%","33.0%","(X)","93.6%","33.6%","(X)","92.2%","33.6%","(X)","93.3%","30.1%","(X)","93.4%","35.8%","","(X)","93.6%","34.0%","(X)","93.7%","34.1%","(X)","97.5%","42.4%","(X)","86.9%","11.8%","(X)","98.5%","60.9%","(X)","N","N","(X)","94.6%","44.2%","(X)","89.7%","28.5%","(X)","82.1%","19.7%","","24.8%","11.8%","9.4%","4.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
