"Label (Grouping)","AGE BY EDUCATIONAL ATTAINMENT","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Less than high school graduate","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Some college or associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 18 to 24 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Less than 9th grade","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!9th to 12th grade, no diploma","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate (includes equivalency)","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Some college, no degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Associate's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Graduate or professional degree","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 25 to 34 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 35 to 44 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 45 to 64 years!!Bachelor's degree or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!High school graduate or higher","AGE BY EDUCATIONAL ATTAINMENT!!Population 65 years and over!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!White alone, not Hispanic or Latino!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Black alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!American Indian or Alaska Native alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Asian alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Native Hawaiian and Other Pacific Islander alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Some other race alone!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Two or more races!!Bachelor's degree or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!High school graduate or higher","RACE AND HISPANIC OR LATINO ORIGIN BY EDUCATIONAL ATTAINMENT!!Hispanic or Latino Origin!!Bachelor's degree or higher","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Less than high school graduate","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!High school graduate (includes equivalency)","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Some college or associate's degree","POVERTY RATE FOR THE POPULATION 25 YEARS AND OVER FOR WHOM POVERTY STATUS IS DETERMINED BY EDUCATIONAL ATTAINMENT LEVEL!!Bachelor's degree or higher","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Less than high school graduate","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!High school graduate (includes equivalency)","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Some college or associate's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Bachelor's degree","MEDIAN EARNINGS IN THE PAST 12 MONTHS (IN 2022 INFLATION-ADJUSTED DOLLARS)!!Population 25 years and over with earnings!!Graduate or professional degree"
"        Margin of Error","","±1,751","±2,882","±5,653","±5,487","±4,749","±1,857","±5,791","±5,161","±12,315","±10,699","±8,256","±11,218","±10,872","±7,123","±13,971","±1,819","±3,260","±5,072","±1,848","±3,309","±6,353","±1,841","±4,338","±7,043","±1,104","±4,019","±6,834","","±5,479","±7,147","±12,438","±4,529","±6,918","±12,206","±4,345","±4,293","±4,289","±1,629","±1,211","±631","±2,273","±2,905","±3,588","N","N","N","±6,471","±5,219","±3,069","±7,935","±7,001","±4,632","±1,029","±4,114","±4,059","","(X)","(X)","(X)","(X)","","±673","±1,973","±1,255","±831","±1,500","±1,435"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","7.6%","27.6%","39.5%","25.3%","(X)","4.3%","3.7%","21.4%","14.3%","8.7%","25.2%","22.4%","91.9%","47.5%","(X)","95.9%","62.7%","(X)","93.8%","55.6%","(X)","91.8%","45.5%","(X)","88.1%","34.7%","","(X)","95.5%","50.9%","(X)","95.8%","51.3%","(X)","86.0%","32.7%","(X)","80.1%","32.6%","(X)","84.7%","62.3%","(X)","N","N","(X)","76.3%","21.7%","(X)","81.4%","33.6%","(X)","77.2%","24.6%","","29.3%","16.1%","11.0%","4.7%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.8","±1.6","±1.5","±1.4","(X)","±0.2","±0.2","±0.5","±0.4","±0.3","±0.4","±0.4","±0.3","±0.5","(X)","±0.6","±1.0","(X)","±0.6","±1.4","(X)","±0.4","±0.8","(X)","±0.5","±1.0","","(X)","±0.3","±0.6","(X)","±0.3","±0.7","(X)","±1.4","±2.4","(X)","±10.0","±9.8","(X)","±1.1","±1.8","(X)","N","N","(X)","±1.9","±2.2","(X)","±1.8","±1.8","(X)","±1.5","±1.5","","±1.8","±1.0","±0.7","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"Michigan","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","948,938","109,516","346,112","379,626","113,684","6,978,952","186,608","383,114","1,962,345","1,531,132","673,901","1,361,139","880,713","6,409,230","2,241,852","1,315,373","1,217,550","473,517","1,219,208","1,123,829","451,435","2,566,809","2,366,807","807,646","1,877,562","1,701,044","509,254","","5,372,861","5,021,447","1,798,748","5,307,355","4,966,652","1,782,286","863,795","754,824","161,307","31,622","25,357","4,144","229,618","205,452","146,363","N","N","N","113,722","84,788","26,953","365,585","315,656","103,591","308,705","238,816","72,376","","(X)","(X)","(X)","(X)","","47,259","30,404","35,865","41,762","63,077","78,984"
"        Margin of Error","","±4,128","±5,997","±9,556","±10,654","±7,195","±4,408","±7,517","±10,746","±18,856","±20,196","±13,862","±17,234","±13,191","±11,976","±20,015","±6,005","±7,349","±9,905","±4,493","±6,510","±9,121","±4,847","±7,889","±12,484","±2,902","±6,837","±9,350","","±8,324","±12,979","±17,350","±6,031","±11,959","±17,283","±6,259","±7,446","±6,867","±2,909","±2,464","±823","±3,063","±4,020","±4,602","N","N","N","±6,422","±5,583","±3,863","±10,201","±10,098","±6,626","±2,253","±5,114","±4,093","","(X)","(X)","(X)","(X)","","±406","±670","±453","±337","±740","±1,580"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.5%","36.5%","40.0%","12.0%","(X)","2.7%","5.5%","28.1%","21.9%","9.7%","19.5%","12.6%","91.8%","32.1%","(X)","92.6%","36.0%","(X)","92.2%","37.0%","(X)","92.2%","31.5%","(X)","90.6%","27.1%","","(X)","93.5%","33.5%","(X)","93.6%","33.6%","(X)","87.4%","18.7%","(X)","80.2%","13.1%","(X)","89.5%","63.7%","(X)","N","N","(X)","74.6%","23.7%","(X)","86.3%","28.3%","(X)","77.4%","23.4%","","27.1%","15.1%","10.9%","4.0%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.6","±1.0","±1.1","±0.8","(X)","±0.1","±0.2","±0.3","±0.3","±0.2","±0.2","±0.2","±0.2","±0.3","(X)","±0.5","±0.8","(X)","±0.4","±0.7","(X)","±0.3","±0.5","(X)","±0.3","±0.5","","(X)","±0.2","±0.3","(X)","±0.2","±0.3","(X)","±0.7","±0.8","(X)","±4.3","±2.4","(X)","±1.3","±1.9","(X)","N","N","(X)","±2.5","±2.7","(X)","±1.2","±1.4","(X)","±1.4","±1.3","","±1.2","±0.5","±0.4","±0.2","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","484,571","66,463","188,020","178,826","51,262","3,414,643","93,310","208,161","1,004,351","751,231","293,179","647,193","417,218","3,113,172","1,064,411","674,916","618,949","220,341","615,653","560,627","206,582","1,274,882","1,163,922","381,150","849,192","769,674","256,338","","2,648,509","2,459,760","865,686","2,616,925","2,433,796","858,278","398,035","340,116","60,460","15,658","11,770","1,266","111,246","102,023","76,555","N","N","N","60,128","44,740","14,294","179,924","153,663","45,792","158,492","120,757","34,107","","(X)","(X)","(X)","(X)","","54,664","36,227","41,633","51,679","78,167","97,014"
"        Margin of Error","","±3,038","±5,096","±6,898","±7,659","±4,691","±3,487","±4,537","±7,258","±13,200","±12,421","±7,943","±11,089","±8,024","±8,130","±11,938","±3,356","±4,660","±6,225","±3,276","±4,840","±5,937","±3,205","±5,920","±8,051","±2,119","±4,304","±5,965","","±4,764","±8,637","±11,301","±3,617","±8,625","±11,256","±4,497","±5,775","±4,170","±1,601","±1,362","±422","±2,262","±2,577","±2,755","N","N","N","±3,475","±3,102","±2,168","±6,581","±6,707","±3,450","±1,891","±3,416","±2,725","","(X)","(X)","(X)","(X)","","±487","±1,855","±449","±526","±1,845","±2,127"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.7%","38.8%","36.9%","10.6%","(X)","2.7%","6.1%","29.4%","22.0%","8.6%","19.0%","12.2%","91.2%","31.2%","(X)","91.7%","32.6%","(X)","91.1%","33.6%","(X)","91.3%","29.9%","(X)","90.6%","30.2%","","(X)","92.9%","32.7%","(X)","93.0%","32.8%","(X)","85.4%","15.2%","(X)","75.2%","8.1%","(X)","91.7%","68.8%","(X)","N","N","(X)","74.4%","23.8%","(X)","85.4%","25.5%","(X)","76.2%","21.5%","","23.9%","13.1%","8.4%","3.5%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.0","±1.4","±1.5","±1.0","(X)","±0.1","±0.2","±0.4","±0.4","±0.2","±0.3","±0.2","±0.2","±0.3","(X)","±0.6","±0.9","(X)","±0.6","±0.9","(X)","±0.4","±0.6","(X)","±0.4","±0.7","","(X)","±0.3","±0.4","(X)","±0.3","±0.4","(X)","±1.1","±1.0","(X)","±5.5","±2.6","(X)","±1.4","±2.2","(X)","N","N","(X)","±3.0","±3.1","(X)","±1.7","±1.7","(X)","±1.8","±1.7","","±1.5","±0.6","±0.5","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","464,367","43,053","158,092","200,800","62,422","3,564,309","93,298","174,953","957,994","779,901","380,722","713,946","463,495","3,296,058","1,177,441","640,457","598,601","253,176","603,555","563,202","244,853","1,291,927","1,202,885","426,496","1,028,370","931,370","252,916","","2,724,352","2,561,687","933,062","2,690,430","2,532,856","924,008","465,760","414,708","100,847","15,964","13,587","2,878","118,372","103,429","69,808","N","N","N","53,594","40,048","12,659","185,661","161,993","57,799","150,213","118,059","38,269","","(X)","(X)","(X)","(X)","","39,439","22,296","28,232","34,078","52,364","69,239"
"        Margin of Error","","±3,248","±3,297","±5,695","±6,387","±4,659","±3,522","±4,945","±7,171","±12,091","±13,548","±10,400","±11,725","±9,430","±7,701","±13,753","±4,091","±4,728","±6,729","±2,529","±3,676","±6,006","±3,181","±4,803","±8,939","±1,681","±4,121","±5,818","","±5,385","±7,449","±11,372","±3,861","±6,824","±11,193","±4,281","±4,995","±4,875","±1,913","±1,674","±682","±2,183","±2,921","±2,862","N","N","N","±4,086","±3,464","±2,728","±7,074","±6,927","±4,771","±2,213","±3,728","±2,784","","(X)","(X)","(X)","(X)","","±492","±1,422","±1,039","±1,013","±857","±1,589"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","9.3%","34.0%","43.2%","13.4%","(X)","2.6%","4.9%","26.9%","21.9%","10.7%","20.0%","13.0%","92.5%","33.0%","(X)","93.5%","39.5%","(X)","93.3%","40.6%","(X)","93.1%","33.0%","(X)","90.6%","24.6%","","(X)","94.0%","34.2%","(X)","94.1%","34.3%","(X)","89.0%","21.7%","(X)","85.1%","18.0%","(X)","87.4%","59.0%","(X)","N","N","(X)","74.7%","23.6%","(X)","87.3%","31.1%","(X)","78.6%","25.5%","","30.5%","17.1%","13.2%","4.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.7","±1.2","±1.3","±1.0","(X)","±0.1","±0.2","±0.3","±0.4","±0.3","±0.3","±0.3","±0.2","±0.4","(X)","±0.6","±1.1","(X)","±0.4","±1.0","(X)","±0.3","±0.7","(X)","±0.4","±0.6","","(X)","±0.2","±0.4","(X)","±0.2","±0.4","(X)","±0.9","±1.0","(X)","±5.6","±4.1","(X)","±1.7","±2.4","(X)","N","N","(X)","±3.0","±4.4","(X)","±1.4","±1.9","(X)","±1.8","±1.8","","±1.7","±0.7","±0.6","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"Minnesota","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","510,406","63,715","164,301","203,082","79,308","3,918,565","104,599","129,282","917,132","767,894","465,947","995,083","538,628","3,684,684","1,533,711","743,021","705,603","333,832","781,414","724,749","349,998","1,399,083","1,318,063","534,052","995,047","936,269","315,829","","3,202,951","3,095,368","1,300,134","3,175,365","3,073,157","1,291,584","220,608","183,029","58,151","31,867","25,758","4,494","188,143","153,814","87,052","2,170","1,989","294","92,962","64,335","18,060","179,864","160,391","65,526","171,826","125,873","39,836","","(X)","(X)","(X)","(X)","","54,047","33,274","39,997","49,014","68,504","82,324"
"        Margin of Error","","±4,194","±4,170","±6,497","±6,220","±4,549","±4,418","±6,056","±6,761","±12,547","±12,485","±10,517","±12,886","±11,066","±10,666","±15,659","±5,191","±5,403","±8,229","±3,540","±5,543","±7,839","±4,237","±6,069","±8,417","±2,262","±3,452","±5,849","","±5,181","±5,888","±13,632","±3,936","±5,333","±13,429","±4,855","±4,690","±5,033","±2,208","±1,996","±921","±3,528","±3,776","±4,200","±604","±575","±192","±5,565","±5,268","±3,017","±6,708","±6,303","±4,240","±2,347","±5,111","±3,305","","(X)","(X)","(X)","(X)","","±337","±1,795","±757","±708","±1,126","±1,259"
"    Percent","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","12.5%","32.2%","39.8%","15.5%","(X)","2.7%","3.3%","23.4%","19.6%","11.9%","25.4%","13.7%","94.0%","39.1%","(X)","95.0%","44.9%","(X)","92.7%","44.8%","(X)","94.2%","38.2%","(X)","94.1%","31.7%","","(X)","96.6%","40.6%","(X)","96.8%","40.7%","(X)","83.0%","26.4%","(X)","80.8%","14.1%","(X)","81.8%","46.3%","(X)","91.7%","13.5%","(X)","69.2%","19.4%","(X)","89.2%","36.4%","(X)","73.3%","23.2%","","25.4%","12.9%","7.7%","3.2%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±0.8","±1.3","±1.2","±0.9","(X)","±0.2","±0.2","±0.3","±0.3","±0.3","±0.3","±0.3","±0.2","±0.4","(X)","±0.5","±1.0","(X)","±0.7","±1.0","(X)","±0.4","±0.6","(X)","±0.3","±0.6","","(X)","±0.1","±0.4","(X)","±0.1","±0.4","(X)","±1.9","±2.3","(X)","±3.2","±3.0","(X)","±1.9","±2.3","(X)","±3.9","±8.0","(X)","±3.6","±2.7","(X)","±1.6","±1.9","(X)","±2.5","±1.9","","±1.7","±0.6","±0.3","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","259,155","36,088","93,076","97,843","32,148","1,950,000","47,922","71,874","497,768","386,054","220,605","478,151","247,626","1,830,204","725,777","383,090","362,936","153,059","399,354","369,538","159,909","708,750","666,871","256,312","458,806","430,859","156,497","","1,590,349","1,527,305","612,635","1,576,513","1,516,585","609,125","113,243","98,581","31,831","16,520","13,758","2,041","91,548","77,825","42,119","1,384","1,350","47","49,854","33,921","8,932","87,102","77,464","28,172","89,338","63,485","18,442","","(X)","(X)","(X)","(X)","","61,950","40,519","46,641","58,978","80,711","92,432"
"        Margin of Error","","±3,068","±2,777","±4,167","±3,977","±2,887","±3,659","±3,674","±3,991","±8,472","±8,292","±7,100","±9,116","±7,327","±6,225","±9,429","±3,535","±4,022","±4,677","±2,896","±3,780","±5,441","±2,981","±4,126","±5,506","±1,392","±2,263","±3,562","","±3,083","±3,754","±7,923","±2,405","±3,689","±7,821","±3,154","±2,636","±3,265","±1,353","±1,257","±658","±2,540","±2,697","±2,839","±442","±437","±72","±3,625","±3,181","±1,855","±4,490","±4,332","±2,650","±1,981","±3,280","±2,040","","(X)","(X)","(X)","(X)","","±422","±1,854","±966","±936","±1,329","±2,518"
"    Percent Male","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","13.9%","35.9%","37.8%","12.4%","(X)","2.5%","3.7%","25.5%","19.8%","11.3%","24.5%","12.7%","93.9%","37.2%","(X)","94.7%","40.0%","(X)","92.5%","40.0%","(X)","94.1%","36.2%","(X)","93.9%","34.1%","","(X)","96.0%","38.5%","(X)","96.2%","38.6%","(X)","87.1%","28.1%","(X)","83.3%","12.4%","(X)","85.0%","46.0%","(X)","97.5%","3.4%","(X)","68.0%","17.9%","(X)","88.9%","32.3%","(X)","71.1%","20.6%","","20.7%","11.6%","6.2%","2.9%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.0","±1.6","±1.5","±1.1","(X)","±0.2","±0.2","±0.4","±0.4","±0.4","±0.5","±0.4","±0.3","±0.5","(X)","±0.6","±1.2","(X)","±0.7","±1.4","(X)","±0.4","±0.8","(X)","±0.5","±0.8","","(X)","±0.2","±0.5","(X)","±0.2","±0.5","(X)","±1.7","±2.8","(X)","±3.4","±4.2","(X)","±2.3","±3.1","(X)","±4.4","±5.3","(X)","±4.0","±3.3","(X)","±1.9","±2.5","(X)","±3.0","±2.2","","±1.9","±0.7","±0.5","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"    Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","251,251","27,627","71,225","105,239","47,160","1,968,565","56,677","57,408","419,364","381,840","245,342","516,932","291,002","1,854,480","807,934","359,931","342,667","180,773","382,060","355,211","190,089","690,333","651,192","277,740","536,241","505,410","159,332","","1,612,602","1,568,063","687,499","1,598,852","1,556,572","682,459","107,365","84,448","26,320","15,347","12,000","2,453","96,595","75,989","44,933","786","639","247","43,108","30,414","9,128","92,762","82,927","37,354","82,488","62,388","21,394","","(X)","(X)","(X)","(X)","","46,770","26,364","31,505","40,620","59,325","76,253"
"        Margin of Error","","±2,587","±2,722","±4,198","±4,441","±3,143","±2,951","±4,262","±4,507","±8,498","±7,978","±7,666","±8,995","±6,342","±6,965","±10,871","±3,172","±3,273","±5,300","±2,553","±3,314","±4,815","±2,836","±3,755","±5,944","±1,793","±2,452","±4,189","","±2,860","±3,602","±9,505","±2,253","±2,998","±9,368","±3,530","±3,716","±3,125","±1,450","±1,359","±669","±1,879","±2,210","±2,224","±295","±277","±183","±2,948","±2,946","±1,736","±4,564","±4,320","±3,201","±1,465","±2,929","±2,403","","(X)","(X)","(X)","(X)","","±616","±1,185","±548","±503","±1,159","±1,213"
"    Percent Female","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","(X)","11.0%","28.3%","41.9%","18.8%","(X)","2.9%","2.9%","21.3%","19.4%","12.5%","26.3%","14.8%","94.2%","41.0%","(X)","95.2%","50.2%","(X)","93.0%","49.8%","(X)","94.3%","40.2%","(X)","94.3%","29.7%","","(X)","97.2%","42.6%","(X)","97.4%","42.7%","(X)","78.7%","24.5%","(X)","78.2%","16.0%","(X)","78.7%","46.5%","(X)","81.3%","31.4%","(X)","70.6%","21.2%","(X)","89.4%","40.3%","(X)","75.6%","25.9%","","30.3%","14.4%","9.1%","3.4%","","(X)","(X)","(X)","(X)","(X)","(X)"
"        Margin of Error","","(X)","±1.1","±1.6","±1.7","±1.2","(X)","±0.2","±0.2","±0.4","±0.4","±0.4","±0.5","±0.3","±0.3","±0.5","(X)","±0.7","±1.4","(X)","±0.9","±1.2","(X)","±0.5","±0.9","(X)","±0.5","±0.8","","(X)","±0.2","±0.6","(X)","±0.2","±0.6","(X)","±2.9","±2.9","(X)","±5.1","±4.2","(X)","±2.2","±2.4","(X)","±8.0","±18.0","(X)","±4.8","±3.4","(X)","±2.1","±2.6","(X)","±3.1","±2.9","","±2.8","±0.9","±0.5","±0.3","","(X)","(X)","(X)","(X)","(X)","(X)"
"Mississippi","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"    Total","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"        Estimate","","300,650","45,268","107,203","125,406","22,773","1,963,322","83,604","159,922","604,163","419,570","209,877","297,480","188,706","1,719,796","486,186","351,516","321,174","90,874","379,896","337,766","108,131","718,726","631,110","173,282","513,184","429,746","113,899","","1,161,396","1,052,350","333,509","1,154,151","1,046,189","332,180","679,454","568,908","124,113","9,497","7,474","1,157","18,832","15,338","8,475","N","N","N","26,302","18,703","3,777","67,329","56,593","14,996","49,331","36,125","7,443","","(X)","(X)","(X)","(X)","","40,342","26,775","32,789","37,485","50,731","57,266"
"        Margin of Error","","±4,887","±4,268","±6,203","±6,172","±3,094","±4,818","±4,742","±7,694","±11,643","±10,409","±7,581","±8,427","±8,074","±9,328","±10,882","±6,664","±7,243","±5,738","±5,130","±5,884","±5,243","±5,774","±6,915","±7,013","±2,582","±5,247","±4,990","","±3,106","±6,485","±8,789","±3,002","±6,280","±8,709","±5,660","±8,215","±5,677","±1,922","±1,718","±654","±1,928","±1,959","±1,526","N","N","N","±3,412","±2,945","±1,124","±5,640","±4,941","±2,456","±2,345","±2,682","±1,441","","(X)","(X)","(X)","(X)","","±446","±1,916","±1,316","±981","±1,381","±2,090"
